,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,77.1,
3,Proteine (g):,6.7,
4,Lipidi(g):,0.8,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,6.6,
7,Amido (g):,1.2,
8,Zuccheri solubili (g):,5.3,
9,Fibra totale (g):,5.1,
10,Fibra solubile (g):,0.74,
11,Fibra insolubile (g):,4.3,
12,Alcol (g):,0,
13,Energia (kcal):,59,
14,Energia (kJ):,246,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,300,
28,Vitamina C (mg):,52,
29,Vitamina E (mg):,,
