,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,94.7,
3,Proteine (g):,1.2,
4,Lipidi(g):,0.5,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,3,
7,Amido (g):,0,
8,Zuccheri solubili (g):,3,
9,Fibra totale (g):,0.9,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,21,
14,Energia (kJ):,86,
15,Sodio (mg):,9,
16,Potassio (mg):,230,
17,Ferro (mg):,0.2,
18,Calcio (mg):,9,
19,Fosforo (mg):,24,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,tr,
25,Riboflavina (mg):,tr,
26,Niacina (mg):,0.8,
27,Vitamina A retinolo eq. (µg):,400,
28,Vitamina C (mg):,18,
29,Vitamina E (mg):,,
