,0,1,2
1,Parte edibile (%):,71,
2,Acqua (g):,61.5,
3,Proteine (g):,11.8,
4,Lipidi(g):,23.7,
5,Colesterolo (mg):,92,
6,Carboidrati disponibili (g):,0.1,
7,Amido (g):,0,
8,Zuccheri solubili (g):,0.1,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,261,
14,Energia (kJ):,1092,
15,Sodio (mg):,65,
16,Potassio (mg):,217,
17,Ferro (mg):,1,
18,Calcio (mg):,31,
19,Fosforo (mg):,218,
20,Magnesio (mg):,27,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,18,
24,Tiamina (mg):,0.15,
25,Riboflavina (mg):,0.2,
26,Niacina (mg):,3.5,
27,Vitamina A retinolo eq. (µg):,1200,
28,Vitamina C (mg):,2,
29,Vitamina E (mg):,,
