,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.10,,
2,Calorie,kcal,64.00,,
3,Fibra alimentare,g,4.00,,
4,Proteine totali,g,3.30,,23.75
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,3.30,,
7,Glucidi disponibili,g,9.40,,68.15
8,Glucidi solubili,g,3.50,,
9,Amido,g,5.90,,
10,Lipidi totali,g,0.50,,8.10
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.50,,
13,Lipidi saturi totali,g,0.10,,
14,Acido oleico,g,0.03,,
15,Monoinsaturi totali,g,0.03,,
16,Acido linoleico,g,0.17,,
17,Acido linolenico,g,0.17,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.34,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.00,,
23,Calcio,mg,25.00,3.12,
24,Sodio,mg,47.00,,
25,Potassio,mg,212.00,6.84,
26,Fosforo,mg,59.00,7.38,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.12,8.51,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.09,5.62,
31,Niacina (Vit. PP),mg,1.30,7.13,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,29.00,14.50,
34,Retinolo (equivalente),mcg,508.00,435.43,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,3048.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.30,3.00,
