,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,32.00,,
2,Calorie,kcal,411.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,30.30,,29.49
5,Proteine animali,g,30.30,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,32.20,,70.51
11,Lipidi animali,g,32.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,19.98,,
14,Acido oleico,g,8.81,,
15,Monoinsaturi totali,g,10.42,,
16,Acido linoleico,g,0.66,,
17,Acido linolenico,g,0.66,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.32,,
20,Colesterolo,mg,100.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.30,,
23,Calcio,mg,950.00,118.75,
24,Sodio,mg,757.00,,
25,Potassio,mg,99.00,3.19,
26,Fosforo,mg,610.00,76.25,
27,Zinco,mg,2.30,23.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.39,24.38,
31,Niacina (Vit. PP),mg,0.00,0.00,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,12.00,6.00,
34,Retinolo (equivalente),mcg,362.50,78.57,
35,Retinolo,mcg,325.00,,
36,Carotene,mcg,225.00,,
37,Vitamina D,mcg,0.25,2.50,
38,Vitamina E,mg,0.58,5.80,
