,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,84.00,,
2,Calorie,kcal,63.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,12.80,,81.99
5,Proteine animali,g,12.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.60,,3.59
8,Glucidi solubili,g,0.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.00,,14.41
11,Lipidi animali,g,1.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.22,,
14,Acido oleico,g,0.16,,
15,Monoinsaturi totali,g,0.16,,
16,Acido linoleico,g,0.00,,
17,Acido linolenico,g,0.00,,
18,Altri polinsaturi,g,0.40,,
19,Polinsaturi totali,g,0.40,,
20,Colesterolo,mg,50.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.40,,
23,Calcio,mg,28.00,3.50,
24,Sodio,mg,18.00,,
25,Potassio,mg,400.00,12.90,
26,Fosforo,mg,165.00,20.62,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.12,8.51,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,1.00,1.67,
33,Acido folico,mg,7.00,3.50,
34,Retinolo (equivalente),mcg,8.00,1.14,
35,Retinolo,mcg,8.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.40,4.00,
