,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,9.30,,
2,Calorie,kcal,331.00,,
3,Fibra alimentare,g,17.70,,
4,Proteine totali,g,4.90,,5.94
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,4.90,,
7,Glucidi disponibili,g,46.40,,52.60
8,Glucidi solubili,g,46.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,15.20,,41.46
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,15.20,,
13,Lipidi saturi totali,g,3.94,,
14,Acido oleico,g,0.76,,
15,Monoinsaturi totali,g,0.99,,
16,Acido linoleico,g,1.56,,
17,Acido linolenico,g,1.56,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,3.12,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,29.30,,
23,Calcio,mg,1280.00,160.00,
24,Sodio,mg,50.00,,
25,Potassio,mg,950.00,30.65,
26,Fosforo,mg,70.00,8.75,
27,Zinco,mg,3.20,32.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.32,20.00,
31,Niacina (Vit. PP),mg,1.00,5.49,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,313.33,268.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1880.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,9.15,91.50,
