,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,73.70,,
2,Calorie,kcal,87.00,,
3,Fibra alimentare,g,2.30,,
4,Proteine totali,g,1.20,,5.09
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.20,,
7,Glucidi disponibili,g,21.30,,92.05
8,Glucidi solubili,g,5.70,,
9,Amido,g,15.60,,
10,Lipidi totali,g,0.30,,2.86
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.30,,
13,Lipidi saturi totali,g,0.06,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.11,,
17,Acido linolenico,g,0.11,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.22,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,24.00,3.00,
24,Sodio,mg,40.00,,
25,Potassio,mg,370.00,11.94,
26,Fosforo,mg,50.00,6.25,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.17,12.06,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.00,0.00,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,23.00,38.33,
33,Acido folico,mg,17.00,8.50,
34,Retinolo (equivalente),mcg,655.00,561.43,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,3930.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,4.56,45.60,
