,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,84.20,,
2,Calorie,kcal,41.00,,
3,Fibra alimentare,g,1.10,,
4,Proteine totali,g,0.80,,7.74
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.80,,
7,Glucidi disponibili,g,10.20,,92.26
8,Glucidi solubili,g,10.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.00,,0.00
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.00,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.00,,
16,Acido linoleico,g,0.00,,
17,Acido linolenico,g,0.00,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.00,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.40,,
23,Calcio,mg,15.00,1.88,
24,Sodio,mg,2.00,,
25,Potassio,mg,114.00,3.68,
26,Fosforo,mg,17.00,2.12,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,0.40,2.19,
32,Vitamina C,mg,7.00,11.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,24.00,20.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,144.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.14,1.40,
