,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,84.60,,
2,Calorie,kcal,44.00,,
3,Fibra alimentare,g,2.60,,
4,Proteine totali,g,1.20,,10.94
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.20,,
7,Glucidi disponibili,g,9.00,,76.74
8,Glucidi solubili,g,9.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.60,,12.31
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.60,,
13,Lipidi saturi totali,g,0.04,,
14,Acido oleico,g,0.05,,
15,Monoinsaturi totali,g,0.05,,
16,Acido linoleico,g,0.28,,
17,Acido linolenico,g,0.28,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.56,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.50,,
23,Calcio,mg,25.00,3.12,
24,Sodio,mg,5.00,,
25,Potassio,mg,400.00,12.90,
26,Fosforo,mg,70.00,8.75,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,0.40,2.19,
32,Vitamina C,mg,85.00,141.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,6.17,5.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,37.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.12,11.20,
