,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,11.50,,
2,Calorie,kcal,314.00,,
3,Fibra alimentare,g,12.60,,
4,Proteine totali,g,13.00,,15.24
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,13.00,,
7,Glucidi disponibili,g,63.00,,77.11
8,Glucidi solubili,g,3.20,,
9,Amido,g,59.80,,
10,Lipidi totali,g,2.90,,7.65
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,2.90,,
13,Lipidi saturi totali,g,0.53,,
14,Acido oleico,g,0.39,,
15,Monoinsaturi totali,g,0.40,,
16,Acido linoleico,g,1.09,,
17,Acido linolenico,g,1.09,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.18,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.60,,
23,Calcio,mg,30.00,3.75,
24,Sodio,mg,2.00,,
25,Potassio,mg,431.00,13.90,
26,Fosforo,mg,330.00,41.25,
27,Zinco,mg,4.20,42.00,
28,Tiamina (Vit.B1),mg,0.43,30.50,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.15,9.37,
31,Niacina (Vit. PP),mg,5.70,31.27,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.01,10.10,
