,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,85.00,,
2,Calorie,kcal,36.00,,
3,Fibra alimentare,g,1.70,,
4,Proteine totali,g,1.30,,14.65
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.30,,
7,Glucidi disponibili,g,8.10,,85.35
8,Glucidi solubili,g,8.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.00,,0.00
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.00,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.00,,
16,Acido linoleico,g,0.00,,
17,Acido linolenico,g,0.00,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.00,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.60,,
23,Calcio,mg,36.00,4.50,
24,Sodio,mg,2.00,,
25,Potassio,mg,260.00,8.39,
26,Fosforo,mg,48.00,6.00,
27,Zinco,mg,0.20,2.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.04,2.50,
31,Niacina (Vit. PP),mg,0.40,2.19,
32,Vitamina C,mg,10.00,16.67,
33,Acido folico,mg,33.00,16.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.55,5.50,
