,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,74.20,,
2,Calorie,kcal,130.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,17.90,,55.03
5,Proteine animali,g,17.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,6.50,,44.97
11,Lipidi animali,g,6.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.16,,
14,Acido oleico,g,2.45,,
15,Monoinsaturi totali,g,2.92,,
16,Acido linoleico,g,0.83,,
17,Acido linolenico,g,0.83,,
18,Altri polinsaturi,g,0.11,,
19,Polinsaturi totali,g,1.77,,
20,Colesterolo,mg,88.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.00,,
23,Calcio,mg,18.00,2.25,
24,Sodio,mg,89.00,,
25,Potassio,mg,300.00,9.68,
26,Fosforo,mg,192.00,24.00,
27,Zinco,mg,1.40,14.00,
28,Tiamina (Vit.B1),mg,0.08,5.67,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.20,12.50,
31,Niacina (Vit. PP),mg,4.70,25.78,
32,Vitamina C,mg,3.00,5.00,
33,Acido folico,mg,8.00,4.00,
34,Retinolo (equivalente),mcg,10.00,1.43,
35,Retinolo,mcg,10.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.50,5.00,
38,Vitamina E,mg,0.17,1.70,
