,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,92.30,,
2,Calorie,kcal,17.00,,
3,Fibra alimentare,g,2.30,,
4,Proteine totali,g,1.80,,41.79
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.80,,
7,Glucidi disponibili,g,2.20,,47.76
8,Glucidi solubili,g,2.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.20,,10.45
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.20,,
13,Lipidi saturi totali,g,0.01,,
14,Acido oleico,g,0.02,,
15,Monoinsaturi totali,g,0.07,,
16,Acido linoleico,g,0.04,,
17,Acido linolenico,g,0.04,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.08,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.20,,
23,Calcio,mg,131.00,16.38,
24,Sodio,mg,14.00,,
25,Potassio,mg,606.00,19.55,
26,Fosforo,mg,34.00,4.25,
27,Zinco,mg,0.20,2.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.19,11.88,
31,Niacina (Vit. PP),mg,0.80,4.39,
32,Vitamina C,mg,24.00,40.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,392.00,336.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,2352.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.70,7.00,
