,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,41.00,,
2,Calorie,kcal,371.00,,
3,Fibra alimentare,g,0.30,,
4,Proteine totali,g,19.30,,20.80
5,Proteine animali,g,18.60,,
6,Proteine vegetali,g,0.70,,
7,Glucidi disponibili,g,0.40,,0.42
8,Glucidi solubili,g,0.30,,
9,Amido,g,0.10,,
10,Lipidi totali,g,32.50,,78.79
11,Lipidi animali,g,29.90,,
12,Lipidi vegetali,g,2.60,,
13,Lipidi saturi totali,g,14.69,,
14,Acido oleico,g,7.38,,
15,Monoinsaturi totali,g,8.20,,
16,Acido linoleico,g,1.77,,
17,Acido linolenico,g,1.77,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,3.54,,
20,Colesterolo,mg,84.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.40,,
23,Calcio,mg,591.00,73.88,
24,Sodio,mg,1392.00,,
25,Potassio,mg,147.00,4.74,
26,Fosforo,mg,357.00,44.62,
27,Zinco,mg,2.60,26.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,350.17,69.43,
35,Retinolo,mcg,323.00,,
36,Carotene,mcg,163.00,,
37,Vitamina D,mcg,0.23,2.30,
38,Vitamina E,mg,0.67,6.70,
