,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,68.20,,
2,Calorie,kcal,193.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,22.30,,46.29
5,Proteine animali,g,22.30,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,11.50,,53.71
11,Lipidi animali,g,11.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,3.48,,
14,Acido oleico,g,3.67,,
15,Monoinsaturi totali,g,4.22,,
16,Acido linoleico,g,2.30,,
17,Acido linolenico,g,2.30,,
18,Altri polinsaturi,g,0.21,,
19,Polinsaturi totali,g,4.81,,
20,Colesterolo,mg,78.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.50,,
23,Calcio,mg,23.00,2.88,
24,Sodio,mg,70.00,,
25,Potassio,mg,320.00,10.32,
26,Fosforo,mg,257.00,32.12,
27,Zinco,mg,1.80,18.00,
28,Tiamina (Vit.B1),mg,0.11,7.80,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.14,8.75,
31,Niacina (Vit. PP),mg,7.50,41.14,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,16.00,8.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.01,0.10,
