,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,14.70,,
2,Calorie,kcal,188.00,,
3,Fibra alimentare,g,21.60,,
4,Proteine totali,g,4.80,,10.22
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,4.80,,
7,Glucidi disponibili,g,43.40,,86.42
8,Glucidi solubili,g,43.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.70,,3.35
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.70,,
13,Lipidi saturi totali,g,0.05,,
14,Acido oleico,g,0.30,,
15,Monoinsaturi totali,g,0.30,,
16,Acido linoleico,g,0.14,,
17,Acido linolenico,g,0.14,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.28,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.10,,
23,Calcio,mg,92.00,11.50,
24,Sodio,mg,56.00,,
25,Potassio,mg,1880.00,60.65,
26,Fosforo,mg,120.00,15.00,
27,Zinco,mg,0.70,7.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.20,12.50,
31,Niacina (Vit. PP),mg,3.00,16.46,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,107.50,92.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,645.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.90,19.00,
