,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,79.20,,
2,Calorie,kcal,77.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,18.10,,94.15
5,Proteine animali,g,18.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.50,,5.85
11,Lipidi animali,g,0.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.10,,
14,Acido oleico,g,0.05,,
15,Monoinsaturi totali,g,0.09,,
16,Acido linoleico,g,0.01,,
17,Acido linolenico,g,0.01,,
18,Altri polinsaturi,g,0.17,,
19,Polinsaturi totali,g,0.19,,
20,Colesterolo,mg,72.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.80,,
23,Calcio,mg,120.00,15.00,
24,Sodio,mg,550.00,,
25,Potassio,mg,100.00,3.23,
26,Fosforo,mg,140.00,17.50,
27,Zinco,mg,5.70,57.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,1.10,6.03,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.00,10.00,
