,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.70,,
2,Calorie,kcal,103.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,5.30,,20.63
5,Proteine animali,g,5.30,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,5.20,,18.93
8,Glucidi solubili,g,5.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,6.90,,60.44
11,Lipidi animali,g,6.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,4.54,,
14,Acido oleico,g,1.54,,
15,Monoinsaturi totali,g,1.70,,
16,Acido linoleico,g,0.18,,
17,Acido linolenico,g,0.18,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.36,,
20,Colesterolo,mg,13.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.10,,
23,Calcio,mg,180.00,22.50,
24,Sodio,mg,30.00,,
25,Potassio,mg,182.00,5.87,
26,Fosforo,mg,96.00,12.00,
27,Zinco,mg,0.70,7.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,5.00,8.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,53.00,7.57,
35,Retinolo,mcg,53.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.21,2.10,
38,Vitamina E,mg,0.13,1.30,
