,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,62.70,,
2,Calorie,kcal,240.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,15.70,,26.18
5,Proteine animali,g,15.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,3.30,,5.15
8,Glucidi solubili,g,3.30,,
9,Amido,g,0.00,,
10,Lipidi totali,g,18.30,,68.67
11,Lipidi animali,g,18.30,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,11.47,,
14,Acido oleico,g,3.98,,
15,Monoinsaturi totali,g,4.65,,
16,Acido linoleico,g,0.42,,
17,Acido linolenico,g,0.42,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.84,,
20,Colesterolo,mg,56.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.20,,
23,Calcio,mg,403.00,50.38,
24,Sodio,mg,137.00,,
25,Potassio,mg,38.00,1.23,
26,Fosforo,mg,239.00,29.88,
27,Zinco,mg,4.30,43.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.51,31.87,
31,Niacina (Vit. PP),mg,0.40,2.19,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,19.00,9.50,
34,Retinolo (equivalente),mcg,268.33,58.57,
35,Retinolo,mcg,240.00,,
36,Carotene,mcg,170.00,,
37,Vitamina D,mcg,0.16,1.60,
38,Vitamina E,mg,0.33,3.30,
