,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,90.10,,
2,Calorie,kcal,31.00,,
3,Fibra alimentare,g,1.90,,
4,Proteine totali,g,3.40,,42.08
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,3.40,,
7,Glucidi disponibili,g,3.00,,38.42
8,Glucidi solubili,g,0.40,,
9,Amido,g,2.60,,
10,Lipidi totali,g,0.70,,19.49
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.70,,
13,Lipidi saturi totali,g,0.07,,
14,Acido oleico,g,0.04,,
15,Monoinsaturi totali,g,0.05,,
16,Acido linoleico,g,0.07,,
17,Acido linolenico,g,0.07,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.14,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.90,,
23,Calcio,mg,78.00,9.75,
24,Sodio,mg,100.00,,
25,Potassio,mg,530.00,17.10,
26,Fosforo,mg,62.00,7.75,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.37,23.12,
31,Niacina (Vit. PP),mg,0.40,2.19,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,150.00,75.00,
34,Retinolo (equivalente),mcg,485.00,415.71,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,2910.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.71,17.10,
