,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,73.90,,
2,Calorie,kcal,156.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,13.00,,33.41
5,Proteine animali,g,13.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.00,,2.40
8,Glucidi solubili,g,1.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,11.10,,64.19
11,Lipidi animali,g,11.10,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,3.31,,
14,Acido oleico,g,4.05,,
15,Monoinsaturi totali,g,4.48,,
16,Acido linoleico,g,1.20,,
17,Acido linolenico,g,1.20,,
18,Altri polinsaturi,g,0.08,,
19,Polinsaturi totali,g,2.48,,
20,Colesterolo,mg,504.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.50,,
23,Calcio,mg,50.00,6.25,
24,Sodio,mg,140.00,,
25,Potassio,mg,140.00,4.52,
26,Fosforo,mg,210.00,26.25,
27,Zinco,mg,1.40,14.00,
28,Tiamina (Vit.B1),mg,0.11,7.80,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.31,19.37,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,50.00,25.00,
34,Retinolo (equivalente),mcg,225.00,42.14,
35,Retinolo,mcg,211.00,,
36,Carotene,mcg,84.00,,
37,Vitamina D,mcg,1.75,17.50,
38,Vitamina E,mg,1.11,11.10,
