,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,26.50,,
2,Calorie,kcal,327.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,8.70,,10.64
5,Proteine animali,g,8.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,56.50,,64.60
8,Glucidi solubili,g,56.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,9.00,,24.76
11,Lipidi animali,g,9.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,5.59,,
14,Acido oleico,g,2.46,,
15,Monoinsaturi totali,g,2.91,,
16,Acido linoleico,g,0.19,,
17,Acido linolenico,g,0.19,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.38,,
20,Colesterolo,mg,34.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.20,,
23,Calcio,mg,293.00,36.62,
24,Sodio,mg,130.00,,
25,Potassio,mg,390.00,12.58,
26,Fosforo,mg,235.00,29.38,
27,Zinco,mg,1.00,10.00,
28,Tiamina (Vit.B1),mg,0.09,6.38,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.43,26.88,
31,Niacina (Vit. PP),mg,0.20,1.10,
32,Vitamina C,mg,3.00,5.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,108.33,22.86,
35,Retinolo,mcg,98.00,,
36,Carotene,mcg,62.00,,
37,Vitamina D,mcg,4.81,48.10,
38,Vitamina E,mg,0.17,1.70,
