,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,87.00,,
2,Calorie,kcal,61.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,3.10,,20.34
5,Proteine animali,g,3.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,4.80,,29.45
8,Glucidi solubili,g,4.80,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.40,,50.20
11,Lipidi animali,g,3.40,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.11,,
14,Acido oleico,g,0.93,,
15,Monoinsaturi totali,g,1.10,,
16,Acido linoleico,g,0.07,,
17,Acido linolenico,g,0.07,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.14,,
20,Colesterolo,mg,14.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.10,,
23,Calcio,mg,119.00,14.88,
24,Sodio,mg,50.00,,
25,Potassio,mg,150.00,4.84,
26,Fosforo,mg,93.00,11.62,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,1.00,1.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,43.33,8.57,
35,Retinolo,mcg,40.00,,
36,Carotene,mcg,20.00,,
37,Vitamina D,mcg,0.03,0.30,
38,Vitamina E,mg,0.08,0.80,
