,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,70.00,,
2,Calorie,kcal,146.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,21.00,,57.67
5,Proteine animali,g,21.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,5.90,,15.15
8,Glucidi solubili,g,5.90,,
9,Amido,g,0.00,,
10,Lipidi totali,g,4.40,,27.19
11,Lipidi animali,g,4.40,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.62,,
14,Acido oleico,g,0.59,,
15,Monoinsaturi totali,g,0.70,,
16,Acido linoleico,g,0.24,,
17,Acido linolenico,g,0.24,,
18,Altri polinsaturi,g,0.60,,
19,Polinsaturi totali,g,1.08,,
20,Colesterolo,mg,300.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,8.80,,
23,Calcio,mg,7.00,0.88,
24,Sodio,mg,81.00,,
25,Potassio,mg,320.00,10.32,
26,Fosforo,mg,350.00,43.75,
27,Zinco,mg,4.00,40.00,
28,Tiamina (Vit.B1),mg,0.26,18.44,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,3.30,206.25,
31,Niacina (Vit. PP),mg,13.50,74.05,
32,Vitamina C,mg,31.00,51.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,16500.00,2566.43,
35,Retinolo,mcg,16207.00,,
36,Carotene,mcg,1758.00,,
37,Vitamina D,mcg,0.62,6.20,
38,Vitamina E,mg,0.24,2.40,
