,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,75.30,,
2,Calorie,kcal,123.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,15.80,,51.33
5,Proteine animali,g,15.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.10,,3.34
8,Glucidi solubili,g,1.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,6.20,,45.32
11,Lipidi animali,g,6.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.62,,
14,Acido oleico,g,0.75,,
15,Monoinsaturi totali,g,1.43,,
16,Acido linoleico,g,0.36,,
17,Acido linolenico,g,0.36,,
18,Altri polinsaturi,g,1.52,,
19,Polinsaturi totali,g,2.24,,
20,Colesterolo,mg,94.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.10,,
23,Calcio,mg,21.00,2.62,
24,Sodio,mg,91.00,,
25,Potassio,mg,340.00,10.97,
26,Fosforo,mg,218.00,27.25,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.07,4.38,
31,Niacina (Vit. PP),mg,4.20,23.04,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,11.00,5.50,
34,Retinolo (equivalente),mcg,9.00,1.29,
35,Retinolo,mcg,9.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,1.31,13.10,
38,Vitamina E,mg,0.83,8.30,
