,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,72.00,,
2,Calorie,kcal,159.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,18.30,,45.95
5,Proteine animali,g,18.30,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.40,,0.94
8,Glucidi solubili,g,0.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,9.40,,53.11
11,Lipidi animali,g,9.40,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.71,,
14,Acido oleico,g,2.18,,
15,Monoinsaturi totali,g,2.35,,
16,Acido linoleico,g,1.41,,
17,Acido linolenico,g,1.41,,
18,Altri polinsaturi,g,0.47,,
19,Polinsaturi totali,g,3.29,,
20,Colesterolo,mg,79.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,5.30,,
23,Calcio,mg,35.00,4.38,
24,Sodio,mg,80.00,,
25,Potassio,mg,300.00,9.68,
26,Fosforo,mg,245.00,30.63,
27,Zinco,mg,2.30,23.00,
28,Tiamina (Vit.B1),mg,0.40,28.37,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,1.27,79.38,
31,Niacina (Vit. PP),mg,6.10,33.46,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,9.50,4.57,
35,Retinolo,mcg,5.00,,
36,Carotene,mcg,27.00,,
37,Vitamina D,mcg,0.85,8.50,
38,Vitamina E,mg,0.45,4.50,
