,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,84.30,,
2,Calorie,kcal,34.00,,
3,Fibra alimentare,g,5.90,,
4,Proteine totali,g,0.30,,3.55
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.30,,
7,Glucidi disponibili,g,6.30,,69.79
8,Glucidi solubili,g,6.30,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.00,,26.66
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,1.00,,
13,Lipidi saturi totali,g,0.10,,
14,Acido oleico,g,0.36,,
15,Monoinsaturi totali,g,0.36,,
16,Acido linoleico,g,0.49,,
17,Acido linolenico,g,0.49,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.98,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.10,,
23,Calcio,mg,4.00,0.50,
24,Sodio,mg,3.00,,
25,Potassio,mg,200.00,6.45,
26,Fosforo,mg,14.00,1.75,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,0.70,3.84,
32,Vitamina C,mg,14.00,23.33,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.55,5.50,
