,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,66.40,,
2,Calorie,kcal,119.00,,
3,Fibra alimentare,g,14.70,,
4,Proteine totali,g,3.90,,13.52
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,3.90,,
7,Glucidi disponibili,g,15.60,,50.58
8,Glucidi solubili,g,15.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,4.60,,35.89
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,4.60,,
13,Lipidi saturi totali,g,2.54,,
14,Acido oleico,g,0.63,,
15,Monoinsaturi totali,g,0.68,,
16,Acido linoleico,g,0.19,,
17,Acido linolenico,g,0.19,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.38,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,10.30,,
23,Calcio,mg,600.00,75.00,
24,Sodio,mg,4.00,,
25,Potassio,mg,390.00,12.58,
26,Fosforo,mg,33.00,4.12,
27,Zinco,mg,1.70,17.00,
28,Tiamina (Vit.B1),mg,0.11,7.80,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.34,21.25,
31,Niacina (Vit. PP),mg,5.70,31.27,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,215.00,184.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1290.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.69,16.90,
