,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,94.20,,
2,Calorie,kcal,17.00,,
3,Fibra alimentare,g,1.10,,
4,Proteine totali,g,1.20,,28.12
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.20,,
7,Glucidi disponibili,g,2.80,,61.34
8,Glucidi solubili,g,2.80,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.20,,10.54
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.20,,
13,Lipidi saturi totali,g,0.03,,
14,Acido oleico,g,0.03,,
15,Monoinsaturi totali,g,0.03,,
16,Acido linoleico,g,0.08,,
17,Acido linolenico,g,0.08,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.16,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.40,,
23,Calcio,mg,11.00,1.38,
24,Sodio,mg,3.00,,
25,Potassio,mg,290.00,9.35,
26,Fosforo,mg,26.00,3.25,
27,Zinco,mg,0.20,2.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,0.70,3.84,
32,Vitamina C,mg,21.00,35.00,
33,Acido folico,mg,14.00,7.00,
34,Retinolo (equivalente),mcg,42.00,36.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,252.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.03,10.30,
