,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.00,,
2,Calorie,kcal,41.00,,
3,Fibra alimentare,g,2.30,,
4,Proteine totali,g,0.80,,7.93
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.80,,
7,Glucidi disponibili,g,9.70,,89.85
8,Glucidi solubili,g,9.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.10,,2.23
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.10,,
13,Lipidi saturi totali,g,0.01,,
14,Acido oleico,g,0.06,,
15,Monoinsaturi totali,g,0.07,,
16,Acido linoleico,g,0.02,,
17,Acido linolenico,g,0.02,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.04,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.40,,
23,Calcio,mg,17.00,2.12,
24,Sodio,mg,1.00,,
25,Potassio,mg,310.00,10.00,
26,Fosforo,mg,23.00,2.88,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.04,2.50,
31,Niacina (Vit. PP),mg,0.60,3.29,
32,Vitamina C,mg,5.00,8.33,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,15.83,13.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,95.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.70,7.00,
