,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.00,,
2,Calorie,kcal,65.00,,
3,Fibra alimentare,g,2.50,,
4,Proteine totali,g,0.60,,3.70
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.60,,
7,Glucidi disponibili,g,16.00,,92.15
8,Glucidi solubili,g,16.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.30,,4.16
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.30,,
13,Lipidi saturi totali,g,0.03,,
14,Acido oleico,g,0.06,,
15,Monoinsaturi totali,g,0.06,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.12,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.30,,
23,Calcio,mg,8.00,1.00,
24,Sodio,mg,4.00,,
25,Potassio,mg,170.00,5.48,
26,Fosforo,mg,16.00,2.00,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,0.30,1.65,
32,Vitamina C,mg,23.00,38.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,237.00,203.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1422.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.59,5.90,
