,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,95.40,,
2,Calorie,kcal,10.00,,
3,Fibra alimentare,g,0.90,,
4,Proteine totali,g,1.40,,55.06
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.40,,
7,Glucidi disponibili,g,0.50,,18.39
8,Glucidi solubili,g,0.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.30,,26.55
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.30,,
13,Lipidi saturi totali,g,0.03,,
14,Acido oleico,g,0.02,,
15,Monoinsaturi totali,g,0.02,,
16,Acido linoleico,g,0.03,,
17,Acido linolenico,g,0.03,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.06,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.40,,
23,Calcio,mg,1.00,0.12,
24,Sodio,mg,73.00,,
25,Potassio,mg,412.00,13.29,
26,Fosforo,mg,44.00,5.50,
27,Zinco,mg,0.20,2.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.17,10.62,
31,Niacina (Vit. PP),mg,0.20,1.10,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,70.00,35.00,
34,Retinolo (equivalente),mcg,225.33,193.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1352.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.79,7.90,
