,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,89.00,,
2,Calorie,kcal,15.00,,
3,Fibra alimentare,g,6.80,,
4,Proteine totali,g,2.10,,54.21
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,2.10,,
7,Glucidi disponibili,g,0.20,,5.12
8,Glucidi solubili,g,0.10,,
9,Amido,g,0.10,,
10,Lipidi totali,g,0.70,,40.66
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.70,,
13,Lipidi saturi totali,g,0.15,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.00,,
16,Acido linoleico,g,0.07,,
17,Acido linolenico,g,0.07,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.14,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.90,,
23,Calcio,mg,4.00,0.50,
24,Sodio,mg,5.00,,
25,Potassio,mg,429.00,13.84,
26,Fosforo,mg,121.00,15.12,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.13,8.12,
31,Niacina (Vit. PP),mg,4.20,23.04,
32,Vitamina C,mg,5.00,8.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,2.10,21.00,
38,Vitamina E,mg,0.12,1.20,
