,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,92.80,,
2,Calorie,kcal,14.00,,
3,Fibra alimentare,g,1.20,,
4,Proteine totali,g,0.90,,25.15
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.90,,
7,Glucidi disponibili,g,2.60,,68.57
8,Glucidi solubili,g,2.40,,
9,Amido,g,0.20,,
10,Lipidi totali,g,0.10,,6.29
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.10,,
13,Lipidi saturi totali,g,0.03,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.00,,
16,Acido linoleico,g,0.02,,
17,Acido linolenico,g,0.02,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.04,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,20.00,2.50,
24,Sodio,mg,690.00,,
25,Potassio,mg,110.00,3.55,
26,Fosforo,mg,22.00,2.75,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.02,1.25,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,1.00,1.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.33,0.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,2.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.07,0.70,
