,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,10.30,,
2,Calorie,kcal,395.00,,
3,Fibra alimentare,g,8.30,,
4,Proteine totali,g,8.00,,7.84
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,8.00,,
7,Glucidi disponibili,g,73.50,,75.62
8,Glucidi solubili,g,0.00,,
9,Amido,g,73.50,,
10,Lipidi totali,g,7.50,,16.54
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,7.50,,
13,Lipidi saturi totali,g,1.32,,
14,Acido oleico,g,2.35,,
15,Monoinsaturi totali,g,2.36,,
16,Acido linoleico,g,2.62,,
17,Acido linolenico,g,2.62,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,5.24,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,5.20,,
23,Calcio,mg,54.00,6.75,
24,Sodio,mg,33.00,,
25,Potassio,mg,370.00,11.94,
26,Fosforo,mg,365.00,45.62,
27,Zinco,mg,3.10,31.00,
28,Tiamina (Vit.B1),mg,0.55,39.01,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.14,8.75,
31,Niacina (Vit. PP),mg,1.00,5.49,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.50,15.00,
