,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,36.00,,
2,Calorie,kcal,356.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,31.40,,35.28
5,Proteine animali,g,31.40,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,25.60,,64.72
11,Lipidi animali,g,25.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,15.89,,
14,Acido oleico,g,7.00,,
15,Monoinsaturi totali,g,8.28,,
16,Acido linoleico,g,0.53,,
17,Acido linolenico,g,0.53,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.06,,
20,Colesterolo,mg,90.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,770.00,96.25,
24,Sodio,mg,760.00,,
25,Potassio,mg,97.00,3.13,
26,Fosforo,mg,530.00,66.25,
27,Zinco,mg,2.20,22.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.35,21.87,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,200.00,46.43,
35,Retinolo,mcg,175.00,,
36,Carotene,mcg,150.00,,
37,Vitamina D,mcg,0.19,1.90,
38,Vitamina E,mg,0.48,4.80,
