,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,12.50,,
2,Calorie,kcal,365.00,,
3,Fibra alimentare,g,2.60,,
4,Proteine totali,g,8.70,,8.68
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,8.70,,
7,Glucidi disponibili,g,81.50,,85.25
8,Glucidi solubili,g,1.50,,
9,Amido,g,80.00,,
10,Lipidi totali,g,2.70,,6.06
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,2.70,,
13,Lipidi saturi totali,g,0.34,,
14,Acido oleico,g,0.62,,
15,Monoinsaturi totali,g,0.62,,
16,Acido linoleico,g,1.01,,
17,Acido linolenico,g,1.01,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.02,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.80,,
23,Calcio,mg,6.00,0.75,
24,Sodio,mg,1.00,,
25,Potassio,mg,130.00,4.19,
26,Fosforo,mg,99.00,12.38,
27,Zinco,mg,1.00,10.00,
28,Tiamina (Vit.B1),mg,0.35,24.82,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.10,6.25,
31,Niacina (Vit. PP),mg,1.90,10.42,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,67.00,57.43,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,402.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
