,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,10.00,,
2,Calorie,kcal,93.00,,
3,Fibra alimentare,g,60.50,,
4,Proteine totali,g,16.50,,71.01
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,16.50,,
7,Glucidi disponibili,g,1.80,,7.69
8,Glucidi solubili,g,0.90,,
9,Amido,g,0.90,,
10,Lipidi totali,g,2.20,,21.30
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,2.20,,
13,Lipidi saturi totali,g,0.52,,
14,Acido oleico,g,0.02,,
15,Monoinsaturi totali,g,0.03,,
16,Acido linoleico,g,0.23,,
17,Acido linolenico,g,0.23,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.46,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,17.20,,
23,Calcio,mg,85.00,10.62,
24,Sodio,mg,32.00,,
25,Potassio,mg,5370.00,173.23,
26,Fosforo,mg,581.00,72.62,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.13,8.12,
31,Niacina (Vit. PP),mg,4.20,23.04,
32,Vitamina C,mg,2.00,3.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,2.10,21.00,
38,Vitamina E,mg,0.12,1.20,
