,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,51.00,,
2,Calorie,kcal,309.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,18.90,,24.49
5,Proteine animali,g,18.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,25.90,,75.51
11,Lipidi animali,g,25.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,16.07,,
14,Acido oleico,g,7.08,,
15,Monoinsaturi totali,g,8.38,,
16,Acido linoleico,g,0.53,,
17,Acido linolenico,g,0.53,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.06,,
20,Colesterolo,mg,90.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,704.00,88.00,
24,Sodio,mg,1110.00,,
25,Potassio,mg,96.00,3.10,
26,Fosforo,mg,374.00,46.75,
27,Zinco,mg,4.10,41.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.24,15.00,
31,Niacina (Vit. PP),mg,0.80,4.39,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,19.00,9.50,
34,Retinolo (equivalente),mcg,292.50,54.29,
35,Retinolo,mcg,275.00,,
36,Carotene,mcg,105.00,,
37,Vitamina D,mcg,0.17,1.70,
38,Vitamina E,mg,0.24,2.40,
