,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,74.00,,
2,Calorie,kcal,122.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,20.50,,66.94
5,Proteine animali,g,20.50,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,4.50,,33.06
11,Lipidi animali,g,4.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.40,,
14,Acido oleico,g,0.88,,
15,Monoinsaturi totali,g,0.99,,
16,Acido linoleico,g,0.49,,
17,Acido linolenico,g,0.49,,
18,Altri polinsaturi,g,0.39,,
19,Polinsaturi totali,g,1.37,,
20,Colesterolo,mg,555.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.50,,
23,Calcio,mg,14.00,1.75,
24,Sodio,mg,76.00,,
25,Potassio,mg,260.00,8.39,
26,Fosforo,mg,220.00,27.50,
27,Zinco,mg,3.70,37.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,1.36,85.00,
31,Niacina (Vit. PP),mg,8.20,44.98,
32,Vitamina C,mg,12.00,20.00,
33,Acido folico,mg,995.00,497.50,
34,Retinolo (equivalente),mcg,1086.83,252.29,
35,Retinolo,mcg,951.00,,
36,Carotene,mcg,815.00,,
37,Vitamina D,mcg,0.39,3.90,
38,Vitamina E,mg,1.17,11.70,
