,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,70.00,,
2,Calorie,kcal,121.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,22.80,,76.00
5,Proteine animali,g,22.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.20,,24.00
11,Lipidi animali,g,3.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.95,,
14,Acido oleico,g,0.74,,
15,Monoinsaturi totali,g,0.87,,
16,Acido linoleico,g,0.50,,
17,Acido linolenico,g,0.50,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.00,,
20,Colesterolo,mg,81.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,6.20,,
23,Calcio,mg,64.00,8.00,
24,Sodio,mg,213.00,,
25,Potassio,mg,64.00,2.06,
26,Fosforo,mg,226.00,28.25,
27,Zinco,mg,3.60,36.00,
28,Tiamina (Vit.B1),mg,0.09,6.38,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.06,3.75,
31,Niacina (Vit. PP),mg,6.50,35.66,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,5.00,2.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.13,1.30,
