,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,79.10,,
2,Calorie,kcal,78.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,19.00,,97.22
5,Proteine animali,g,19.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.10,,0.48
8,Glucidi solubili,g,0.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.20,,2.30
11,Lipidi animali,g,0.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.01,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.08,,
17,Acido linolenico,g,0.08,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.16,,
20,Colesterolo,mg,46.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.20,,
23,Calcio,mg,10.00,1.25,
24,Sodio,mg,207.00,,
25,Potassio,mg,185.00,5.97,
26,Fosforo,mg,49.00,6.12,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.09,5.62,
31,Niacina (Vit. PP),mg,0.60,3.29,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,4.00,2.00,
34,Retinolo (equivalente),mcg,11.00,1.57,
35,Retinolo,mcg,11.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.10,1.00,
38,Vitamina E,mg,0.40,4.00,
