,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,77.00,,
2,Calorie,kcal,90.00,,
3,Fibra alimentare,g,0.20,,
4,Proteine totali,g,4.10,,18.29
5,Proteine animali,g,4.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,17.90,,74.68
8,Glucidi solubili,g,17.90,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.70,,7.03
11,Lipidi animali,g,0.70,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.39,,
14,Acido oleico,g,0.14,,
15,Monoinsaturi totali,g,0.16,,
16,Acido linoleico,g,0.02,,
17,Acido linolenico,g,0.02,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.04,,
20,Colesterolo,mg,4.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.10,,
23,Calcio,mg,150.00,18.75,
24,Sodio,mg,64.00,,
25,Potassio,mg,210.00,6.77,
26,Fosforo,mg,120.00,15.00,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.21,13.12,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,16.00,8.00,
34,Retinolo (equivalente),mcg,10.67,2.00,
35,Retinolo,mcg,10.00,,
36,Carotene,mcg,4.00,,
37,Vitamina D,mcg,0.01,0.10,
38,Vitamina E,mg,0.01,0.10,
