,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,3.00,,
2,Calorie,kcal,349.00,,
3,Fibra alimentare,g,7.30,,
4,Proteine totali,g,4.50,,5.13
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,4.50,,
7,Glucidi disponibili,g,67.60,,72.80
8,Glucidi solubili,g,62.20,,
9,Amido,g,5.40,,
10,Lipidi totali,g,8.60,,22.07
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,8.60,,
13,Lipidi saturi totali,g,5.07,,
14,Acido oleico,g,2.86,,
15,Monoinsaturi totali,g,2.86,,
16,Acido linoleico,g,0.25,,
17,Acido linolenico,g,0.25,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.50,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.40,,
23,Calcio,mg,40.00,5.00,
24,Sodio,mg,950.00,,
25,Potassio,mg,1500.00,48.39,
26,Fosforo,mg,660.00,82.50,
27,Zinco,mg,6.90,69.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.14,8.75,
31,Niacina (Vit. PP),mg,1.70,9.33,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,1.17,1.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,7.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.68,6.80,
