,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,72.00,,
2,Calorie,kcal,146.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,21.00,,57.70
5,Proteine animali,g,21.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.10,,0.26
8,Glucidi solubili,g,0.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,6.80,,42.04
11,Lipidi animali,g,6.80,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.20,,
14,Acido oleico,g,2.08,,
15,Monoinsaturi totali,g,2.41,,
16,Acido linoleico,g,1.18,,
17,Acido linolenico,g,1.18,,
18,Altri polinsaturi,g,0.19,,
19,Polinsaturi totali,g,2.55,,
20,Colesterolo,mg,82.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.10,,
23,Calcio,mg,23.00,2.88,
24,Sodio,mg,66.00,,
25,Potassio,mg,315.00,10.16,
26,Fosforo,mg,287.00,35.88,
27,Zinco,mg,1.80,18.00,
28,Tiamina (Vit.B1),mg,0.13,9.22,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.11,6.87,
31,Niacina (Vit. PP),mg,8.00,43.88,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,16.00,8.00,
34,Retinolo (equivalente),mcg,7.00,1.00,
35,Retinolo,mcg,7.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.01,0.10,
