,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,79.00,,
2,Calorie,kcal,87.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,13.90,,63.83
5,Proteine animali,g,13.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.50,,36.17
11,Lipidi animali,g,3.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.48,,
14,Acido oleico,g,1.45,,
15,Monoinsaturi totali,g,1.71,,
16,Acido linoleico,g,0.07,,
17,Acido linolenico,g,0.07,,
18,Altri polinsaturi,g,0.03,,
19,Polinsaturi totali,g,0.17,,
20,Colesterolo,mg,65.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.70,,
23,Calcio,mg,20.00,2.50,
24,Sodio,mg,950.00,,
25,Potassio,mg,140.00,4.52,
26,Fosforo,mg,100.00,12.50,
27,Zinco,mg,5.60,56.00,
28,Tiamina (Vit.B1),mg,0.15,10.64,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,4.70,25.78,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.78,7.80,
