,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,88.60,,
2,Calorie,kcal,43.00,,
3,Fibra alimentare,g,0.10,,
4,Proteine totali,g,0.60,,5.79
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.60,,
7,Glucidi disponibili,g,10.20,,92.04
8,Glucidi solubili,g,10.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.10,,2.17
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.10,,
13,Lipidi saturi totali,g,0.01,,
14,Acido oleico,g,0.02,,
15,Monoinsaturi totali,g,0.02,,
16,Acido linoleico,g,0.01,,
17,Acido linolenico,g,0.01,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.02,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.50,,
23,Calcio,mg,8.00,1.00,
24,Sodio,mg,3.00,,
25,Potassio,mg,158.00,5.10,
26,Fosforo,mg,14.00,1.75,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,0.30,1.65,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,14.00,7.00,
34,Retinolo (equivalente),mcg,12.00,10.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,72.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.07,0.70,
