,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,70.90,,
2,Calorie,kcal,190.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,12.20,,25.68
5,Proteine animali,g,12.20,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.70,,1.38
8,Glucidi solubili,g,0.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,15.40,,72.94
11,Lipidi animali,g,15.40,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,4.12,,
14,Acido oleico,g,6.80,,
15,Monoinsaturi totali,g,7.30,,
16,Acido linoleico,g,0.62,,
17,Acido linolenico,g,0.62,,
18,Altri polinsaturi,g,0.63,,
19,Polinsaturi totali,g,1.87,,
20,Colesterolo,mg,887.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.80,,
23,Calcio,mg,57.00,7.12,
24,Sodio,mg,122.00,,
25,Potassio,mg,129.00,4.16,
26,Fosforo,mg,195.00,24.38,
27,Zinco,mg,1.40,14.00,
28,Tiamina (Vit.B1),mg,0.15,10.64,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.30,18.75,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,80.00,40.00,
34,Retinolo (equivalente),mcg,359.83,64.86,
35,Retinolo,mcg,341.00,,
36,Carotene,mcg,113.00,,
37,Vitamina D,mcg,6.52,65.20,
38,Vitamina E,mg,0.83,8.30,
