,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,91.00,,
2,Calorie,kcal,23.00,,
3,Fibra alimentare,g,1.90,,
4,Proteine totali,g,2.80,,48.78
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,2.80,,
7,Glucidi disponibili,g,1.70,,27.69
8,Glucidi solubili,g,1.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.60,,23.52
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.60,,
13,Lipidi saturi totali,g,0.12,,
14,Acido oleico,g,0.08,,
15,Monoinsaturi totali,g,0.08,,
16,Acido linoleico,g,0.21,,
17,Acido linolenico,g,0.21,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.42,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.60,,
23,Calcio,mg,85.00,10.62,
24,Sodio,mg,5.00,,
25,Potassio,mg,230.00,7.42,
26,Fosforo,mg,50.00,6.25,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,0.70,3.84,
32,Vitamina C,mg,45.00,75.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,383.33,328.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,2300.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.60,16.00,
