,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,91.50,,
2,Calorie,kcal,11.00,,
3,Fibra alimentare,g,4.70,,
4,Proteine totali,g,1.60,,54.95
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.60,,
7,Glucidi disponibili,g,0.20,,6.42
8,Glucidi solubili,g,0.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.50,,38.63
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.50,,
13,Lipidi saturi totali,g,0.09,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.00,,
16,Acido linoleico,g,0.05,,
17,Acido linolenico,g,0.05,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.10,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,6.50,,
23,Calcio,mg,4.00,0.50,
24,Sodio,mg,3.00,,
25,Potassio,mg,367.00,11.84,
26,Fosforo,mg,56.00,7.00,
27,Zinco,mg,0.70,7.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.23,14.37,
31,Niacina (Vit. PP),mg,6.50,35.66,
32,Vitamina C,mg,6.00,10.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,216.67,185.71,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1300.00,,
37,Vitamina D,mcg,2.10,21.00,
38,Vitamina E,mg,0.12,1.20,
