,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,44.40,,
2,Calorie,kcal,453.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,7.60,,6.70
5,Proteine animali,g,7.60,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,47.00,,93.30
11,Lipidi animali,g,47.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,29.17,,
14,Acido oleico,g,12.86,,
15,Monoinsaturi totali,g,15.21,,
16,Acido linoleico,g,0.97,,
17,Acido linolenico,g,0.97,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.94,,
20,Colesterolo,mg,95.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.20,,
23,Calcio,mg,68.00,8.50,
24,Sodio,mg,86.00,,
25,Potassio,mg,53.00,1.71,
26,Fosforo,mg,97.00,12.12,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.01,0.71,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.22,13.75,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,11.00,5.50,
34,Retinolo (equivalente),mcg,353.00,81.14,
35,Retinolo,mcg,310.00,,
36,Carotene,mcg,258.00,,
37,Vitamina D,mcg,0.28,2.80,
38,Vitamina E,mg,1.00,10.00,
