,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,84.00,,
2,Calorie,kcal,22.00,,
3,Fibra alimentare,g,5.50,,
4,Proteine totali,g,2.70,,48.59
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,2.70,,
7,Glucidi disponibili,g,2.50,,43.31
8,Glucidi solubili,g,1.90,,
9,Amido,g,0.60,,
10,Lipidi totali,g,0.20,,8.10
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.20,,
13,Lipidi saturi totali,g,0.05,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.12,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.00,,
23,Calcio,mg,86.00,10.75,
24,Sodio,mg,133.00,,
25,Potassio,mg,376.00,12.13,
26,Fosforo,mg,67.00,8.38,
27,Zinco,mg,0.80,8.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.10,6.25,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,12.00,20.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,18.00,15.43,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,108.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.19,1.90,
