,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,90.00,,
2,Calorie,kcal,24.00,,
3,Fibra alimentare,g,3.10,,
4,Proteine totali,g,1.80,,30.30
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.80,,
7,Glucidi disponibili,g,3.20,,50.76
8,Glucidi solubili,g,3.00,,
9,Amido,g,0.20,,
10,Lipidi totali,g,0.50,,18.94
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.50,,
13,Lipidi saturi totali,g,0.12,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.19,,
17,Acido linolenico,g,0.19,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.38,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,74.00,9.25,
24,Sodio,mg,21.00,,
25,Potassio,mg,358.00,11.55,
26,Fosforo,mg,31.00,3.88,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.19,11.88,
31,Niacina (Vit. PP),mg,0.30,1.65,
32,Vitamina C,mg,17.00,28.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,219.17,187.86,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1315.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,2.26,22.60,
