,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,1.10,,
2,Calorie,kcal,542.00,,
3,Fibra alimentare,g,1.40,,
4,Proteine totali,g,5.80,,4.29
5,Proteine animali,g,4.20,,
6,Proteine vegetali,g,1.60,,
7,Glucidi disponibili,g,56.70,,39.18
8,Glucidi solubili,g,56.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,34.00,,56.53
11,Lipidi animali,g,22.00,,
12,Lipidi vegetali,g,12.00,,
13,Lipidi saturi totali,g,20.25,,
14,Acido oleico,g,10.92,,
15,Monoinsaturi totali,g,10.92,,
16,Acido linoleico,g,1.07,,
17,Acido linolenico,g,1.07,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.14,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,5.00,,
23,Calcio,mg,51.00,6.38,
24,Sodio,mg,11.00,,
25,Potassio,mg,300.00,9.68,
26,Fosforo,mg,186.00,23.25,
27,Zinco,mg,1.30,13.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.07,4.38,
31,Niacina (Vit. PP),mg,0.60,3.29,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,9.00,7.71,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,54.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.44,14.40,
