,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,93.40,,
2,Calorie,kcal,24.00,,
3,Fibra alimentare,g,1.70,,
4,Proteine totali,g,4.00,,68.31
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,4.00,,
7,Glucidi disponibili,g,0.30,,4.79
8,Glucidi solubili,g,0.30,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.70,,26.90
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.70,,
13,Lipidi saturi totali,g,0.07,,
14,Acido oleico,g,0.06,,
15,Monoinsaturi totali,g,0.06,,
16,Acido linoleico,g,0.23,,
17,Acido linolenico,g,0.23,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.46,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.00,,
23,Calcio,mg,32.00,4.00,
24,Sodio,mg,6.00,,
25,Potassio,mg,79.00,2.55,
26,Fosforo,mg,70.00,8.75,
27,Zinco,mg,0.90,9.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.06,3.75,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,2.00,3.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,16.00,13.71,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,96.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.01,0.10,
