,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.40,,
2,Calorie,kcal,57.00,,
3,Fibra alimentare,g,2.90,,
4,Proteine totali,g,0.70,,4.87
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.70,,
7,Glucidi disponibili,g,14.10,,92.00
8,Glucidi solubili,g,13.80,,
9,Amido,g,0.30,,
10,Lipidi totali,g,0.20,,3.13
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.20,,
13,Lipidi saturi totali,g,0.05,,
14,Acido oleico,g,0.04,,
15,Monoinsaturi totali,g,0.07,,
16,Acido linoleico,g,0.01,,
17,Acido linolenico,g,0.01,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.02,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,12.00,1.50,
24,Sodio,mg,2.00,,
25,Potassio,mg,180.00,5.81,
26,Fosforo,mg,16.00,2.00,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,37.00,61.67,
33,Acido folico,mg,36.00,18.00,
34,Retinolo (equivalente),mcg,300.00,257.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1800.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.05,10.50,
