,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,5.40,,
2,Calorie,kcal,313.00,,
3,Fibra alimentare,g,26.30,,
4,Proteine totali,g,7.60,,10.56
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,7.60,,
7,Glucidi disponibili,g,48.60,,63.16
8,Glucidi solubili,g,48.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,8.40,,26.27
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,8.40,,
13,Lipidi saturi totali,g,2.29,,
14,Acido oleico,g,1.51,,
15,Monoinsaturi totali,g,1.65,,
16,Acido linoleico,g,1.25,,
17,Acido linolenico,g,1.25,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.50,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,43.00,,
23,Calcio,mg,830.00,103.75,
24,Sodio,mg,23.00,,
25,Potassio,mg,530.00,17.10,
26,Fosforo,mg,110.00,13.75,
27,Zinco,mg,3.70,37.00,
28,Tiamina (Vit.B1),mg,0.01,0.71,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.42,26.25,
31,Niacina (Vit. PP),mg,2.00,10.97,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,618.33,530.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,3710.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.79,17.90,
