,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,69.00,,
2,Calorie,kcal,114.00,,
3,Fibra alimentare,g,4.80,,
4,Proteine totali,g,16.40,,55.97
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,16.40,,
7,Glucidi disponibili,g,7.20,,25.60
8,Glucidi solubili,g,0.50,,
9,Amido,g,6.70,,
10,Lipidi totali,g,2.40,,18.43
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,2.40,,
13,Lipidi saturi totali,g,0.28,,
14,Acido oleico,g,0.88,,
15,Monoinsaturi totali,g,0.97,,
16,Acido linoleico,g,0.49,,
17,Acido linolenico,g,0.49,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.98,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,5.50,,
23,Calcio,mg,45.00,5.62,
24,Sodio,mg,5.00,,
25,Potassio,mg,351.00,11.32,
26,Fosforo,mg,100.00,12.50,
27,Zinco,mg,1.60,16.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.01,0.62,
31,Niacina (Vit. PP),mg,0.20,1.10,
32,Vitamina C,mg,2.00,3.33,
33,Acido folico,mg,123.00,61.50,
34,Retinolo (equivalente),mcg,9.00,7.71,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,54.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
