,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,10.50,,
2,Calorie,kcal,255.00,,
3,Fibra alimentare,g,26.50,,
4,Proteine totali,g,10.90,,20.13
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,10.90,,
7,Glucidi disponibili,g,38.30,,66.15
8,Glucidi solubili,g,38.30,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.30,,13.72
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,3.30,,
13,Lipidi saturi totali,g,0.98,,
14,Acido oleico,g,1.01,,
15,Monoinsaturi totali,g,1.01,,
16,Acido linoleico,g,0.97,,
17,Acido linolenico,g,0.97,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.94,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,28.90,,
23,Calcio,mg,437.00,54.62,
24,Sodio,mg,44.00,,
25,Potassio,mg,1259.00,40.61,
26,Fosforo,mg,173.00,21.62,
27,Zinco,mg,1.40,14.00,
28,Tiamina (Vit.B1),mg,0.11,7.80,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.24,15.00,
31,Niacina (Vit. PP),mg,1.10,6.03,
32,Vitamina C,mg,21.00,35.00,
33,Acido folico,mg,10.00,5.00,
34,Retinolo (equivalente),mcg,19.00,16.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,114.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.03,10.30,
