,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,74.40,,
2,Calorie,kcal,103.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,22.20,,86.05
5,Proteine animali,g,22.20,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.60,,13.95
11,Lipidi animali,g,1.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.63,,
14,Acido oleico,g,0.42,,
15,Monoinsaturi totali,g,0.44,,
16,Acido linoleico,g,0.20,,
17,Acido linolenico,g,0.20,,
18,Altri polinsaturi,g,0.07,,
19,Polinsaturi totali,g,0.47,,
20,Colesterolo,mg,50.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.30,,
23,Calcio,mg,5.00,0.62,
24,Sodio,mg,55.00,,
25,Potassio,mg,340.00,10.97,
26,Fosforo,mg,210.00,26.25,
27,Zinco,mg,2.40,24.00,
28,Tiamina (Vit.B1),mg,0.22,15.60,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,6.40,35.11,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.20,2.00,
