,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,76.50,,
2,Calorie,kcal,96.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,16.80,,69.85
5,Proteine animali,g,16.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.50,,5.83
8,Glucidi solubili,g,1.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,2.60,,24.32
11,Lipidi animali,g,2.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.69,,
14,Acido oleico,g,0.34,,
15,Monoinsaturi totali,g,0.63,,
16,Acido linoleico,g,0.05,,
17,Acido linolenico,g,0.05,,
18,Altri polinsaturi,g,0.83,,
19,Polinsaturi totali,g,0.93,,
20,Colesterolo,mg,70.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.80,,
23,Calcio,mg,148.00,18.50,
24,Sodio,mg,104.00,,
25,Potassio,mg,278.00,8.97,
26,Fosforo,mg,196.00,24.50,
27,Zinco,mg,1.50,15.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.26,16.25,
31,Niacina (Vit. PP),mg,14.00,76.80,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,32.00,4.57,
35,Retinolo,mcg,32.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,11.00,110.00,
38,Vitamina E,mg,0.29,2.90,
