,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,91.60,,
2,Calorie,kcal,33.00,,
3,Fibra alimentare,g,3.10,,
4,Proteine totali,g,1.10,,13.40
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.10,,
7,Glucidi disponibili,g,7.60,,86.60
8,Glucidi solubili,g,7.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.00,,0.00
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.00,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.00,,
16,Acido linoleico,g,0.00,,
17,Acido linolenico,g,0.00,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.00,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,44.00,5.50,
24,Sodio,mg,95.00,,
25,Potassio,mg,220.00,7.10,
26,Fosforo,mg,37.00,4.62,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.04,2.50,
31,Niacina (Vit. PP),mg,0.70,3.84,
32,Vitamina C,mg,4.00,6.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,1148.00,984.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,6888.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.46,4.60,
