,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,76.10,,
2,Calorie,kcal,101.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,16.70,,66.19
5,Proteine animali,g,16.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.70,,2.59
8,Glucidi solubili,g,0.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.50,,31.21
11,Lipidi animali,g,3.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.45,,
14,Acido oleico,g,0.33,,
15,Monoinsaturi totali,g,0.68,,
16,Acido linoleico,g,0.00,,
17,Acido linolenico,g,0.00,,
18,Altri polinsaturi,g,1.80,,
19,Polinsaturi totali,g,1.80,,
20,Colesterolo,mg,70.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.20,,
23,Calcio,mg,38.00,4.75,
24,Sodio,mg,77.00,,
25,Potassio,mg,350.00,11.29,
26,Fosforo,mg,264.00,33.00,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.08,5.67,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.10,6.25,
31,Niacina (Vit. PP),mg,2.10,11.52,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,48.00,6.86,
35,Retinolo,mcg,48.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.40,4.00,
